Latitude,Longitude,Sample Date,blue,green,red,nir,swir16,swir22,coastal,NDVI,EVI,SAVI,ARVI,GNDVI,RDVI,NDWI,MNDWI,AWEInsh,AWEIsh,BSI,NDBI,UI,NBR,ClayMinerals,TurbidityIndex,ChlorophyllIndex,NIR_Red_Ratio,NDMI,cloud_cover,data_quality
-28.760833,17.730278,02-01-2011,9396.0,10724.5,11634.0,14558.0,11450.0,10000.5,,0.1116371411117894,0.5261642553804036,0.1674525150329292,0.0241294407316214,0.1516266192030054,18.06729090403075,-0.1516266192030054,-0.0327177613925904,-34042.875,-5304.875,-0.0184956843403205,-0.1195016917871419,-0.1855772950302331,0.1855772950302331,1.1449427528623457,0.8532096868586004,0.2513323018738074,1.2513323018738074,0.1195016917871419,5.0,fair
-26.861111,28.884722,03-01-2011,9414.0,10207.0,10262.5,13683.0,14011.5,11850.5,,0.1428452109999785,1.837397937258233,0.2142633425206715,0.1037347745422275,0.1455002092925904,22.1043444649559,-0.1455002092925904,-0.1570906538390067,-51227.625,-9572.875,0.0248464250279706,0.0118615609597573,-0.0717684610413767,0.0717684610413767,1.1823551748871255,1.0295758794918264,0.3333008526187446,1.3333008526187446,-0.0118615609597573,2.0,good
-26.45,28.085833,03-01-2011,8718.0,9502.5,9290.0,16828.5,12665.5,9643.0,,0.2886268353848794,2.6231818498155386,0.432931965236035,0.2610104718907466,0.2782271846872497,46.64561499807793,-0.2782271846872497,-0.1426831468783826,-43377.375,-14177.5,-0.0755968169761271,-0.1411473520037969,-0.2714428725232787,0.2714428725232787,1.313439800891825,0.7357915023964852,0.8114639397201098,1.8114639397201096,0.1411473520037969,2.0,good
-27.671111,27.236944,03-01-2011,9344.0,10433.5,10728.5,12433.5,9579.5,8531.5,,0.0736119506087554,0.6337818749535257,0.1104155423637344,0.0130568512822601,0.0874622818909341,11.20305207467715,-0.0874622818909341,0.0426722630290309,-23154.0,275.375,-0.0349170141735276,-0.1296506609730608,-0.186119723348437,0.186119723348437,1.1228388911680112,0.7922430321595216,0.1589224961550901,1.15892249615509,0.1296506609730608,2.0,good
-27.356667,27.286389,03-01-2011,9921.0,10647.0,10524.0,15543.0,11919.5,9642.5,,0.1925422948555638,2.931316434995843,0.2888079025606598,0.1655793025871759,0.186941580756013,31.086488670804787,-0.186941580756013,-0.0563888950435377,-35492.625,-7065.875,-0.0630485832072221,-0.1319435593991802,-0.2342816303031497,0.2342816303031497,1.236142079336259,0.7580132136721923,0.476909920182426,1.476909920182426,0.1319435593991802,0.0,good
-27.01011111,26.69808333,04-01-2011,16362.5,17765.0,17879.5,21914.0,22170.5,17965.5,,0.1013859047331848,1.558143127486169,0.1520769462733075,0.0609409230098883,0.1045641271201388,20.22477274646205,-0.1045641271201388,-0.1103153835559837,-72505.625,-9843.125,0.0226424007200627,0.005818371536481,-0.0990107699444574,0.0990107699444574,1.2340597255851429,1.018225544494073,0.2256494868424665,1.2256494868424666,-0.005818371536481,7.0,fair
-25.127778,27.628889,04-01-2011,9253.5,10247.0,10126.0,15515.5,12823.0,10403.5,,0.2101866115476855,1.9608877569583123,0.3152737695967553,0.1703628271856371,0.2045026686074713,33.657105385583165,-0.2045026686074713,-0.111660164716081,-42792.5,-10237.625,-0.0381407435349343,-0.0950120860313704,-0.1972298313978155,0.1972298313978155,1.2325659633776975,0.8167046973180501,0.5322437290144031,1.532243729014403,0.0950120860313704,2.0,good
-25.20639,27.558,04-01-2011,9414.0,10207.0,10262.5,13683.0,14011.5,11850.5,,0.1428452109999785,1.837397937258233,0.2142633425206715,0.1037347745422275,0.1455002092925904,22.1043444649559,-0.1455002092925904,-0.1570906538390067,-51227.625,-9572.875,0.0248464250279706,0.0118615609597573,-0.0717684610413767,0.0717684610413767,1.1823551748871255,1.0295758794918264,0.3333008526187446,1.3333008526187446,-0.0118615609597573,2.0,good
-24.69514,27.40906,04-01-2011,9693.5,10943.0,11237.5,14887.0,13522.0,11403.0,,0.139696453520641,0.9492288084895992,0.2095406698564593,0.0760973670419427,0.1526906697638399,22.57924283769452,-0.1526906697638399,-0.1054159002656852,-45396.0,-8413.25,0.0036278881232265,-0.0480481537540918,-0.1325218714340048,0.1325218714340048,1.185828290800656,0.9327538466837184,0.3247608453837478,1.3247608453837478,0.0480481537540918,2.0,good
-26.98472222,26.63227778,04-01-2011,10130.0,11597.0,11926.0,11481.0,8583.0,8196.5,,-0.0190114068441063,-0.1575109726744986,-0.0285165011214354,-0.0889179859540527,-0.0050264320998353,-2.908620986933041,0.0050264320998353,0.1493557978196226,-13354.625,6977.375,-0.0261633428300094,-0.1444377990430615,-0.1669165290306179,0.1669165290306179,1.0471542731653627,0.768791447667888,-0.037313432835829,0.962686567164171,0.1444377990430615,2.0,good
