2026-02-20 08:50:46,055 - INFO - 📂 No existing checkpoints found - starting fresh
2026-02-20 08:50:46,058 - INFO - 🚀 Processing 9319 remaining locations in batches of 200
2026-02-20 08:50:46,059 - INFO - 🔄 Processing batch 1: locations 1-200
2026-02-20 09:09:34,639 - INFO - ✅ Checkpoint saved for batch 0
2026-02-20 09:09:34,639 - INFO - ✅ Batch 1 completed in 1128.6s
2026-02-20 09:09:34,640 - INFO - 📊 Progress: 200/9319 locations (2.1%)
2026-02-20 09:09:34,640 - INFO - ⚡ Speed: 0.18 locations/second
2026-02-20 09:09:34,640 - INFO - ⏰ ETA: 14:17:37
2026-02-20 09:09:34,640 - INFO - 🔄 Processing batch 2: locations 201-400
2026-02-20 09:27:42,654 - INFO - ✅ Checkpoint saved for batch 1
2026-02-20 09:27:42,654 - INFO - ✅ Batch 2 completed in 1088.0s
2026-02-20 09:27:42,655 - INFO - 📊 Progress: 400/9319 locations (4.3%)
2026-02-20 09:27:42,655 - INFO - ⚡ Speed: 0.18 locations/second
2026-02-20 09:27:42,655 - INFO - ⏰ ETA: 13:28:39
2026-02-20 09:27:42,655 - INFO - 🔄 Processing batch 3: locations 401-600
2026-02-20 09:47:07,297 - INFO - ✅ Checkpoint saved for batch 2
2026-02-20 09:47:07,297 - INFO - ✅ Batch 3 completed in 1164.6s
2026-02-20 09:47:07,297 - INFO - 📊 Progress: 600/9319 locations (6.4%)
2026-02-20 09:47:07,298 - INFO - ⚡ Speed: 0.17 locations/second
2026-02-20 09:47:07,298 - INFO - ⏰ ETA: 14:06:12
2026-02-20 09:47:07,298 - INFO - 🔄 Processing batch 4: locations 601-800
2026-02-20 10:05:34,166 - INFO - ✅ Checkpoint saved for batch 3
2026-02-20 10:05:34,166 - INFO - ✅ Batch 4 completed in 1106.9s
2026-02-20 10:05:34,166 - INFO - 📊 Progress: 800/9319 locations (8.6%)
2026-02-20 10:05:34,167 - INFO - ⚡ Speed: 0.18 locations/second
2026-02-20 10:05:34,167 - INFO - ⏰ ETA: 13:05:46
2026-02-20 10:05:34,167 - INFO - 🔄 Processing batch 5: locations 801-1000
2026-02-20 10:25:54,245 - INFO - ✅ Checkpoint saved for batch 4
2026-02-20 10:25:54,245 - INFO - ✅ Batch 5 completed in 1220.1s
2026-02-20 10:25:54,245 - INFO - 📊 Progress: 1000/9319 locations (10.7%)
2026-02-20 10:25:54,245 - INFO - ⚡ Speed: 0.16 locations/second
2026-02-20 10:25:54,245 - INFO - ⏰ ETA: 14:05:49
2026-02-20 10:25:54,246 - INFO - 🔄 Processing batch 6: locations 1001-1200
2026-02-20 10:45:07,716 - INFO - ✅ Checkpoint saved for batch 5
2026-02-20 10:45:07,717 - INFO - ✅ Batch 6 completed in 1153.5s
2026-02-20 10:45:07,717 - INFO - 📊 Progress: 1200/9319 locations (12.9%)
2026-02-20 10:45:07,717 - INFO - ⚡ Speed: 0.17 locations/second
2026-02-20 10:45:07,717 - INFO - ⏰ ETA: 13:00:25
2026-02-20 10:45:07,717 - INFO - 🔄 Processing batch 7: locations 1201-1400
2026-02-21 02:49:30,907 - INFO - Resumed from batch_0005_checkpoint.json: 1200 locations done
2026-02-21 02:49:30,914 - INFO - Processing 8119 remaining locations in batches of 200 with 30 workers
2026-02-21 02:49:30,915 - INFO - Batch 7: locations 1-200
2026-02-21 02:49:30,920 - WARNING - Attempt 1 failed for lat=-30.27402, lon=30.69602: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,922 - WARNING - Attempt 1 failed for lat=-27.802778, lon=28.768333: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,928 - WARNING - Attempt 1 failed for lat=-30.86013889, lon=29.07125: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,925 - WARNING - Attempt 1 failed for lat=-31.031389, lon=28.883333: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,924 - WARNING - Attempt 1 failed for lat=-27.398611, lon=26.614722: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,929 - WARNING - Attempt 1 failed for lat=-30.77586667, lon=29.03221667: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,930 - WARNING - Attempt 1 failed for lat=-27.495556, lon=26.074722: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,932 - WARNING - Attempt 1 failed for lat=-24.99328, lon=30.81444: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,933 - WARNING - Attempt 1 failed for lat=-30.13573889, lon=30.67422222: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,935 - WARNING - Attempt 1 failed for lat=-27.902778, lon=24.615556: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,934 - WARNING - Attempt 1 failed for lat=-27.573056, lon=24.746389: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,936 - WARNING - Attempt 1 failed for lat=-29.803611, lon=30.516111: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,938 - WARNING - Attempt 1 failed for lat=-29.160278, lon=26.573333: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,937 - WARNING - Attempt 1 failed for lat=-26.861111, lon=28.884722: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,941 - WARNING - Attempt 1 failed for lat=-27.398611, lon=26.614722: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,939 - WARNING - Attempt 1 failed for lat=-26.03611, lon=30.99778: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,943 - WARNING - Attempt 1 failed for lat=-30.160091, lon=27.40124: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,941 - WARNING - Attempt 1 failed for lat=-27.671111, lon=27.236944: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,945 - WARNING - Attempt 1 failed for lat=-28.69485, lon=28.23487: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,946 - WARNING - Attempt 1 failed for lat=-28.883333, lon=27.89: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,944 - WARNING - Attempt 1 failed for lat=-30.336111, lon=27.359444: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,948 - WARNING - Attempt 1 failed for lat=-25.45963889, lon=28.26430556: Client.open() got an unexpected keyword argument 'request_params'
2026-02-21 02:49:30,947 - WARNING - Attempt 1 failed for lat=-31.5653, lon=18.3306: Client.open() got an unexpected keyword argument 'request_params'
